ENGLISH	QUENYA
But after these days Elizabeth conceived, and she secluded herself from others for six months, saying:	But after these days Elizabeth conceived, and she secluded herself from others for six months, saying:
And one among them, a lawyer, asked to test him:	And one among them, a lawyer, asked to test him:
There were seven brothers, and the first married a woman, but when he died, he did not leave seed .	There were seven brothers, and the first married a woman, but when he died, he did not leave seed .
For if a kingdom is split against itself, that kingdom cannot stand;	For if a kingdom is split against itself, that kingdom cannot stand;
And my God will fill your every need with his riches in glory, by Jesus Christ.	And my God will fill your every need with his riches in glory, by Jesus Christ.
By no means, I say to you; but if you do not find repentance, all among you will be destroyed in the same manner.	By no means, I say to you; but if you do not find repentance, all among you will be destroyed in the same manner.
And I did not see temple in it, for the Lord God Almighty is its temple, and so is the Lamb.	And I did not see temple in it, for the Lord God Almighty is its temple, and so is the Lamb.
From the fig tree learn this comparison: As soon as its branch is made soft and it sprouts its leaves, you know summer is near.	From the fig tree learn this comparison: As soon as its branch is made soft and it sprouts its leaves, you know summer is near.
And for this reason the Jews persecuted Jesus, because he did these things in the day of rest.	And for this reason the Jews persecuted Jesus, because he did these things in the day of rest.
Thus let us make a festival, not with the old leaven, also without leaven of evil and of wickedness, but having unfermented breads of purity and of truth.	Thus let us make a festival, not with the old leaven, also without leaven of evil and of wickedness, but having unfermented breads of purity and of truth.
talking and quarreling with the Jews that spoke Greek. But they made plans to destroy him.	talking and quarreling with the Jews that spoke Greek. But they made plans to destroy him.
And I saw a new heaven and a new earth, for the first heaven and the first earth were gone, and sea was no more.	And I saw a new heaven and a new earth, for the first heaven and the first earth were gone, and sea was no more.
who will remake our lowly body to be like his glorious body, with his power with which he can also put everything under himself.	who will remake our lowly body to be like his glorious body, with his power with which he can also put everything under himself.
True, God showed patience in these times when people have been lacking knowledge, but now he says to men in every place that it is necessary for them to find repentance.	True, God showed patience in these times when people have been lacking knowledge, but now he says to men in every place that it is necessary for them to find repentance.
But Jesus, who in the same moment perceived by his spirit that they had such thoughts, said to them: “What is your reason for thinking these things in your heart?	But Jesus, who in the same moment perceived by his spirit that they had such thoughts, said to them: “What is your reason for thinking these things in your heart?
for we are parts of his body.	for we are parts of his body.
Then they said to her: “ is no one in your family that has that name.”	Then they said to her: “ is no one in your family that has that name.”
Behold, your house is abandoned to yourselves! I tell you that you will by no means see me until you say: Blessed is who is coming in the name of the Lord!”	Behold, your house is abandoned to yourselves! I tell you that you will by no means see me until you say: Blessed is who is coming in the name of the Lord!”
Surely all do not have gifts of healing? Surely all do not speak in tongues? Surely all do not have the gift of telling what the tongues mean?	Surely all do not have gifts of healing? Surely all do not speak in tongues? Surely all do not have the gift of telling what the tongues mean?
And Jesus called his disciples to himself and said to them: “Truly I say to you: This poor widow gave more than all the others who gave to the treasury.	And Jesus called his disciples to himself and said to them: “Truly I say to you: This poor widow gave more than all the others who gave to the treasury.
For nation shall arise against nation and kingdom against kingdom, there will be earthquakes in numerous places, there will be famines. These things are a beginning of pains.	For nation shall arise against nation and kingdom against kingdom, there will be earthquakes in numerous places, there will be famines. These things are a beginning of pains.
But when he heard that he was ill, he remained for two days in the place where he was.	But when he heard that he was ill, he remained for two days in the place where he was.
Since the children have part in flesh and blood, he as well received a part in them , by death undoing that had the power to cause death, that is, the Devil,	Since the children have part in flesh and blood, he as well received a part in them , by death undoing that had the power to cause death, that is, the Devil,
But he said: “No, father Abraham, but if a person will come to them from the dead, they will find repentance!”	But he said: “No, father Abraham, but if a person will come to them from the dead, they will find repentance!”
For I say to you that of your righteousness is not greater than the righteousness of the scribes and the Pharisees, you will by no means come into the kingdom of heaven.	For I say to you that of your righteousness is not greater than the righteousness of the scribes and the Pharisees, you will by no means come into the kingdom of heaven.
After making an agreement with the workers about one denarius for the day, he sent them into his garden.	After making an agreement with the workers about one denarius for the day, he sent them into his garden.
He is sitting by God's right hand, for he went away to heaven, and angels and authorities and powers have been put under him .	He is sitting by God's right hand, for he went away to heaven, and angels and authorities and powers have been put under him .
I know that you are Abraham’s seed; but you are seeking to kill me, for my word does not find place among you.	I know that you are Abraham’s seed; but you are seeking to kill me, for my word does not find place among you.
Its tail drags one third of the stars of heaven, and it throws them down upon earth. And the dragon stood before the woman who was ready to bear , for it to devour her child when she would bear .	Its tail drags one third of the stars of heaven, and it throws them down upon earth. And the dragon stood before the woman who was ready to bear , for it to devour her child when she would bear .
 which existed from the beginning, which we heard, which we have seen with our eyes, which we have beheld and our hands have felt concerning the word of life	 which existed from the beginning, which we heard, which we have seen with our eyes, which we have beheld and our hands have felt concerning the word of life
What I am saying is this: He who sows little will also have a small harvest, and he that sows an abundance will also have an abundant harvest.	What I am saying is this: He who sows little will also have a small harvest, and he that sows an abundance will also have an abundant harvest.
For every tree is known by its fruit. For people do not gather figs from thorns; furthermore, they do not cut grapes from a thorn-bush.	For every tree is known by its fruit. For people do not gather figs from thorns; furthermore, they do not cut grapes from a thorn-bush.
They said to him: “Where do you wish that we are to make it ready?”	They said to him: “Where do you wish that we are to make it ready?”
Bring Mark and make him come with you, for he is helpful for me in my service .	Bring Mark and make him come with you, for he is helpful for me in my service .
“Strive to go inside through the narrow door! For numerous ones, I say to you, will seek to go inside, but they will not be able,	“Strive to go inside through the narrow door! For numerous ones, I say to you, will seek to go inside, but they will not be able,
John answered and said: “I baptize with water; in your midst one is standing whom you do not know,	John answered and said: “I baptize with water; in your midst one is standing whom you do not know,
Furthermore, over his head they put the accusation against him, written: “This is Jesus, king of the Jews!”	Furthermore, over his head they put the accusation against him, written: “This is Jesus, king of the Jews!”
God's justness by faith in Jesus Christ, to all that believe. For no one is better than another,	God's justness by faith in Jesus Christ, to all that believe. For no one is better than another,
how they said to you: «In the last time will come people speaking mockery, walking in their own desires of wicked things.»	how they said to you: «In the last time will come people speaking mockery, walking in their own desires of wicked things.»
Therefore he said: “Like what God's kingdom, and with what am I to compare it?	Therefore he said: “Like what God's kingdom, and with what am I to compare it?
His appearance was like lightening , and his garments were snow-white.	His appearance was like lightening , and his garments were snow-white.
But Pilate said to the chief priests and to the crowds: “I do not find crime on this man.”	But Pilate said to the chief priests and to the crowds: “I do not find crime on this man.”
then the end, when he gives over the kingdom to God and to the Father, after he put an end to all power and might.	then the end, when he gives over the kingdom to God and to the Father, after he put an end to all power and might.
The signs of a true apostle was done among you with all patience, with signs and wonders and powerful deeds.	The signs of a true apostle was done among you with all patience, with signs and wonders and powerful deeds.
seeking a favor against Paul, that he would send him to Jerusalem. For they were going to lie hidden, to kill him on the road.	seeking a favor against Paul, that he would send him to Jerusalem. For they were going to lie hidden, to kill him on the road.
For the Christ as well did not please himself, but as is written: “The harsh words of who spoke harshly to you have fallen upon me.”	For the Christ as well did not please himself, but as is written: “The harsh words of who spoke harshly to you have fallen upon me.”
Concerning these things some Jews seized me in the temple and tried to kill me.	Concerning these things some Jews seized me in the temple and tried to kill me.
But he, wishing to show that he was just, said to Jesus: “And who is my neighbor?”	But he, wishing to show that he was just, said to Jesus: “And who is my neighbor?”
For we do not wish that you lack knowledge, brothers, about the tribulation that happened to us in Asia – that we were broken by a burden beyond our strength, until we thought that there was no way of saving our life.	For we do not wish that you lack knowledge, brothers, about the tribulation that happened to us in Asia – that we were broken by a burden beyond our strength, until we thought that there was no way of saving our life.
For is danger that complaints about uprising will be brought against us after what has happened today, for we do not have a single reason to give concerning this clamour.”	For is danger that complaints about uprising will be brought against us after what has happened today, for we do not have a single reason to give concerning this clamour.”
Therefore he fixed his eyes on them, thinking that he was going to receive something from them.	Therefore he fixed his eyes on them, thinking that he was going to receive something from them.
and you know his will and it is possible for you to judge what is good since you have received instruction out of the Law,	and you know his will and it is possible for you to judge what is good since you have received instruction out of the Law,
and they will thrown them into the oven of fire. There will be their tears and their grinding of teeth.	and they will thrown them into the oven of fire. There will be their tears and their grinding of teeth.
Greet Philologus and Julia, Nereus and his sister, and Olympas, and all the holy ones with them.	Greet Philologus and Julia, Nereus and his sister, and Olympas, and all the holy ones with them.
He released to them the man thrown into prison because of an uprising and because of murder, whom they asked for, but Jesus he gave over to their will.	He released to them the man thrown into prison because of an uprising and because of murder, whom they asked for, but Jesus he gave over to their will.
And they asked him: “Then what? Are you Elijah?” And he said: “I am not.” “Are you the Prophet?” And he answered: “No!”	And they asked him: “Then what? Are you Elijah?” And he said: “I am not.” “Are you the Prophet?” And he answered: “No!”
For if you live by the flesh, you will die, but if by the spirit you kill the deeds of your body,, you will live.	For if you live by the flesh, you will die, but if by the spirit you kill the deeds of your body,, you will live.
And since we feared that perhaps we were going to strike the rocks, they threw into the sea four anchors from the rear of the ship and longed for the coming of day.	And since we feared that perhaps we were going to strike the rocks, they threw into the sea four anchors from the rear of the ship and longed for the coming of day.
And he said: “In what, then, were you baptized?” They answered: “In the baptism of John.”	And he said: “In what, then, were you baptized?” They answered: “In the baptism of John.”
Therefore Jesus answered and said to them: “Truly, truly I say to you, the Son cannot do a single thing by himself, but only which he sees the Father doing. For anything which he does, that the Son also does in the same manner.	Therefore Jesus answered and said to them: “Truly, truly I say to you, the Son cannot do a single thing by himself, but only which he sees the Father doing. For anything which he does, that the Son also does in the same manner.
Thus also Jesus, for him to hallow the people by his own blood, suffered on the outside of the gate.	Thus also Jesus, for him to hallow the people by his own blood, suffered on the outside of the gate.
There was an uprising of non-Jews and the Jews alike, with their rulers, to humiliate them and to kill them with stones.	There was an uprising of non-Jews and the Jews alike, with their rulers, to humiliate them and to kill them with stones.
And they gave him a piece of broiled fish,	And they gave him a piece of broiled fish,
But concering Israel he says: “Through the entire day I have spread out my hands towards a people disobedient and contrary .”	But concering Israel he says: “Through the entire day I have spread out my hands towards a people disobedient and contrary .”
And he allowed them. Then the unclean spirits came out and went into the pigs, and the herd went rushing over the edge into the sea, a number around two thousand, and they drowned in the sea.	And he allowed them. Then the unclean spirits came out and went into the pigs, and the herd went rushing over the edge into the sea, a number around two thousand, and they drowned in the sea.
In answer the minister said: “I ask you, about whom does the prophet say this? About himself or about another person?”	In answer the minister said: “I ask you, about whom does the prophet say this? About himself or about another person?”
And if you do good to that do good to you, how will that be beneficial for you? Also the sinners do the same.	And if you do good to that do good to you, how will that be beneficial for you? Also the sinners do the same.
And I say to you: You Peter, and on this rock I will build my congregation, and the gates of Mandos will not overpower it.	And I say to you: You Peter, and on this rock I will build my congregation, and the gates of Mandos will not overpower it.
Hearing that, with one mind they raised their voice to God and said: “Master, you are who made heaven and earth and that are exist in them ,	Hearing that, with one mind they raised their voice to God and said: “Master, you are who made heaven and earth and that are exist in them ,
For the eyes of the Lord are turned against just ones, and his ears to their petitions, but the Lord has set his face against who do evil things .»	For the eyes of the Lord are turned against just ones, and his ears to their petitions, but the Lord has set his face against who do evil things .»
But by the same word the heaven and earth that exist now are destined for fire and are reserved for the day of judgement, in which men hostile to God will be destroyed.	But by the same word the heaven and earth that exist now are destined for fire and are reserved for the day of judgement, in which men hostile to God will be destroyed.
“Give glory to your father and to your mother” – that is the first commandment that has a promise:	“Give glory to your father and to your mother” – that is the first commandment that has a promise:
For this matter we speak to you by God's word: We, the living ones that remain until the Lord's coming, will by no means come before that have died,	For this matter we speak to you by God's word: We, the living ones that remain until the Lord's coming, will by no means come before that have died,
If you pray for anything in my name, I will do it.	If you pray for anything in my name, I will do it.
Furthermore, like it happened in the days of Noah, so it will be also in the days of the Son of Man:	Furthermore, like it happened in the days of Noah, so it will be also in the days of the Son of Man:
for you were traded for a sum. Therefore give glory to God with your body!	for you were traded for a sum. Therefore give glory to God with your body!
And if somebody says anything to you, say: The Lord has need of them . Then, in the same moment, he will send them!”	And if somebody says anything to you, say: The Lord has need of them . Then, in the same moment, he will send them!”
You as well can help with your petition for us, and so numerous ones will give thanks on our behalf, for the grace given us as answer to many prayers.	You as well can help with your petition for us, and so numerous ones will give thanks on our behalf, for the grace given us as answer to many prayers.
But you , when you pray, go into your own room, and after closing your door, pray to your Father who is in secret; then your Father who is secretly watching, will pay you.	But you , when you pray, go into your own room, and after closing your door, pray to your Father who is in secret; then your Father who is secretly watching, will pay you.
Then Ananias went, and he came into the house, and he put his hands on him and said: “Saul, brother – the Lord, the Jesus that showed himself to you on the road on which you came, has sent me for your to see again and for you to be filled with Holy Spirit.”	Then Ananias went, and he came into the house, and he put his hands on him and said: “Saul, brother – the Lord, the Jesus that showed himself to you on the road on which you came, has sent me for your to see again and for you to be filled with Holy Spirit.”
Futhermore, this God said, that his seed was going to dwell like exiles in a foreign nation , and the people were going to make them thralls and were going to cause them affliction, through four hundred years.	Futhermore, this God said, that his seed was going to dwell like exiles in a foreign nation , and the people were going to make them thralls and were going to cause them affliction, through four hundred years.
Knowing their imaginations he said to them: “Every kingdom split against itself is undone, and a home split against itself falls.	Knowing their imaginations he said to them: “Every kingdom split against itself is undone, and a home split against itself falls.
Hear! The payment for which the people that reaped your fields have laboured, but which you have kept, is crying against you! The reapers' cries have come to the ears of the Lord of Hosts.	Hear! The payment for which the people that reaped your fields have laboured, but which you have kept, is crying against you! The reapers' cries have come to the ears of the Lord of Hosts.
Therefore the Law is holy, and the commandment holy and righteous and good.	Therefore the Law is holy, and the commandment holy and righteous and good.
Just Father, the world does not know you, but I know you, and these people know that you sent me.	Just Father, the world does not know you, but I know you, and these people know that you sent me.
Are you really not the Egyptian who before these days caused an unrising and led the four thousand dagger men into the wilderness?”	Are you really not the Egyptian who before these days caused an unrising and led the four thousand dagger men into the wilderness?”
Then Paul said: “I can wish to God that soon or later, not just you but also all that are hearing me today will become such as I am, though without these chains.”	Then Paul said: “I can wish to God that soon or later, not just you but also all that are hearing me today will become such as I am, though without these chains.”
They will pass away, but you remain; and they will both wear out like a cloak,	They will pass away, but you remain; and they will both wear out like a cloak,
Now when I came to Troas to make the gospel known, and a door was opened for me in the Lord,	Now when I came to Troas to make the gospel known, and a door was opened for me in the Lord,
And I heard another voice from heaven say: “Go out from her, my people, to stop yourselves from having part with her in her sins and from receiving of her plagues.	And I heard another voice from heaven say: “Go out from her, my people, to stop yourselves from having part with her in her sins and from receiving of her plagues.
You see that a person is justified by acts, and not by faith alone.	You see that a person is justified by acts, and not by faith alone.
But seek the greater gifts with a burning spirit! And yet I show you a surpassing way.	But seek the greater gifts with a burning spirit! And yet I show you a surpassing way.
gentleness, self-control. Against such things is no law.	gentleness, self-control. Against such things is no law.
Then Jesus said to the centurion: “Go! As you have believed, so let it happen for you!” And the servant was healed in that hour.	Then Jesus said to the centurion: “Go! As you have believed, so let it happen for you!” And the servant was healed in that hour.
Jesus answered and said to him: “Truly, truly I say to you, if anyone is not reborn, he cannot see God’s kingdom.”	Jesus answered and said to him: “Truly, truly I say to you, if anyone is not reborn, he cannot see God’s kingdom.”
But he said to them: “Also to the other cities it is necessary for me to make known the gospel, for that is the reason why I was sent forth.”	But he said to them: “Also to the other cities it is necessary for me to make known the gospel, for that is the reason why I was sent forth.”
The God of our people Israel chose our fathers and made our people great while they were dwelling as foreigners in Egypt; then with a mighty arm he led them out from there,	The God of our people Israel chose our fathers and made our people great while they were dwelling as foreigners in Egypt; then with a mighty arm he led them out from there,
And it is necessary for the prophets to control their spirits.	And it is necessary for the prophets to control their spirits.
And he said: “Behold, I see heaven opened, and the Son of Man stand by God's right hand.”	And he said: “Behold, I see heaven opened, and the Son of Man stand by God's right hand.”
But God raised him by loosening the bonds of death, for it was not possible for death to keep him.	But God raised him by loosening the bonds of death, for it was not possible for death to keep him.
For the law causes anger, but where does not exist law, also does not exist crime.	For the law causes anger, but where does not exist law, also does not exist crime.
For though the persecution is passing and is not heavy, it is preparing for us an eternal measure of glory ever more abundant,	For though the persecution is passing and is not heavy, it is preparing for us an eternal measure of glory ever more abundant,
for the great day of their wrath has come, and who can stand?”	for the great day of their wrath has come, and who can stand?”
The Jews answered him: “We are stoning you, not concerning good deed, but concerning blasphemy, and since you who are a man makes self a god!”	The Jews answered him: “We are stoning you, not concerning good deed, but concerning blasphemy, and since you who are a man makes self a god!”
Furthermore, these enemies of mine that did not want me as their king – bring them here and slay them before my eyes!'”	Furthermore, these enemies of mine that did not want me as their king – bring them here and slay them before my eyes!'”
For before these days Theudas arose, saying that he was important, and a number of men, around four hundred, went with him. But he was slain, and all that heeded his commands were scattered and undone.	For before these days Theudas arose, saying that he was important, and a number of men, around four hundred, went with him. But he was slain, and all that heeded his commands were scattered and undone.
But anything unholy and anybody who practices a disgusting thing and a lie will not come into it, but solely who are written in the book of life of the Lamb.	But anything unholy and anybody who practices a disgusting thing and a lie will not come into it, but solely who are written in the book of life of the Lamb.
and a man in the field is not to return to his house to pick up his cloak.	and a man in the field is not to return to his house to pick up his cloak.
and who see me sees also who sent me.	and who see me sees also who sent me.
out of the tribe of Simeon twelve thousands, out of the tribe of Levi twelve thousands, out of the tribe of Issacar twelve thousands,	out of the tribe of Simeon twelve thousands, out of the tribe of Levi twelve thousands, out of the tribe of Issacar twelve thousands,
Seeing the star gave them great joy.	Seeing the star gave them great joy.
You are of your father, the Devil, and you want to do your father’s desires. He was a manslayer from the beginning, and he did not stand firm in the truth, because truth is not in him. When he speaks the lie he speaks out of his own , because he is a liar and the father of the lie.	You are of your father, the Devil, and you want to do your father’s desires. He was a manslayer from the beginning, and he did not stand firm in the truth, because truth is not in him. When he speaks the lie he speaks out of his own , because he is a liar and the father of the lie.
But if we that seek to have justice by Christ are also found sinners, is Christ really sin's servant? By no means!	But if we that seek to have justice by Christ are also found sinners, is Christ really sin's servant? By no means!
Heed well how great he is, this man to whom Abraham, the patriarch , gave a tenth of the best goods seized in the war.	Heed well how great he is, this man to whom Abraham, the patriarch , gave a tenth of the best goods seized in the war.
For “everyone who calls on the Lord's name will be saved”.	For “everyone who calls on the Lord's name will be saved”.
All these things are a beginning of pains.	All these things are a beginning of pains.
On the contrary, we believe that we will be saved by the grace of the Lord Jesus, as also these people believe.	On the contrary, we believe that we will be saved by the grace of the Lord Jesus, as also these people believe.
Therefore, if God gave the same gift to them as to ourselves that have believed in the Lord Jesus Christ, who am I, that I will be able to stop God?”	Therefore, if God gave the same gift to them as to ourselves that have believed in the Lord Jesus Christ, who am I, that I will be able to stop God?”
And behold! are some last ones that will be first, and are some first ones that will be last.”	And behold! are some last ones that will be first, and are some first ones that will be last.”
Therefore I also – since I have heard about your faith in the Lord Jesus and your love of all the holy ones –	Therefore I also – since I have heard about your faith in the Lord Jesus and your love of all the holy ones –
But who has become one with the Lord is one spirit with him.	But who has become one with the Lord is one spirit with him.
When he saw that, Simon Peter fell down before Jesus' knees, saying: “Go away from me, for I am a sinful man, Lord!”	When he saw that, Simon Peter fell down before Jesus' knees, saying: “Go away from me, for I am a sinful man, Lord!”
Peter said to him: “If it is necessary for me to die with you, I shall not ever deny you!” All the other disciples said the same thing.	Peter said to him: “If it is necessary for me to die with you, I shall not ever deny you!” All the other disciples said the same thing.
Therefore Jesus said: “Do not hinder her! Let her keep it for the day when I shall be brought to my grave.	Therefore Jesus said: “Do not hinder her! Let her keep it for the day when I shall be brought to my grave.
For Sadducces say that is not resurrection or angel or spirit, but the Pharisees openly believe all these things.	For Sadducces say that is not resurrection or angel or spirit, but the Pharisees openly believe all these things.
But now I am coming to you, and I say these things in the world that they will have full joy in themselves.	But now I am coming to you, and I say these things in the world that they will have full joy in themselves.
Therefore, when the other slaves saw which happened, they had deep grief, and they went and told to their lord everything that had happened.	Therefore, when the other slaves saw which happened, they had deep grief, and they went and told to their lord everything that had happened.
When they raised their eyes, they saw no one except Jesus himself.	When they raised their eyes, they saw no one except Jesus himself.
But anyone who causes the fall of one of these little ones who believe in me, it is better for him if a mill-stone of the kind drawn by an ass is put around his neck, and he is thrown into sea.	But anyone who causes the fall of one of these little ones who believe in me, it is better for him if a mill-stone of the kind drawn by an ass is put around his neck, and he is thrown into sea.
But the chief priest said: “Are these matters so?”	But the chief priest said: “Are these matters so?”
But Jesus said: “Let her be! What is your reason for making things difficult for her? a good deed she has done for me.	But Jesus said: “Let her be! What is your reason for making things difficult for her? a good deed she has done for me.
But I call God as witness against my own life: to save you from grief that I did not come to Corinth.	But I call God as witness against my own life: to save you from grief that I did not come to Corinth.
"Therefore we may have courage and say: ""The Lord helps me; I shall not fear. What can man do to me?"""	"Therefore we may have courage and say: ""The Lord helps me; I shall not fear. What can man do to me?"""
There were there many women watching from afar, who followed Jesus from Galilee to serve him.	There were there many women watching from afar, who followed Jesus from Galilee to serve him.
and they laid hands upon the apostles and put them in the city gaol.	and they laid hands upon the apostles and put them in the city gaol.
But in addition to all these things cover yourselves with love, which is a perfect bond between you.	But in addition to all these things cover yourselves with love, which is a perfect bond between you.
And now, how is it that you are waiting? Rise, be baptized and wash your sins away by calling on his name.	And now, how is it that you are waiting? Rise, be baptized and wash your sins away by calling on his name.
Thus Jesus, when he saw that she cried, and that the Jews who were with her cried, groaned in his spirit and was shaken.	Thus Jesus, when he saw that she cried, and that the Jews who were with her cried, groaned in his spirit and was shaken.
And he brought them with him in that hour and washed their stripes, and he and all that were with him were baptized without waiting.	And he brought them with him in that hour and washed their stripes, and he and all that were with him were baptized without waiting.
This thing alone I want to learn from you: Did you receive the Spirit by acts of law or by hearing in faith?	This thing alone I want to learn from you: Did you receive the Spirit by acts of law or by hearing in faith?
But I said: 'Who are you, Lord?' And the Lord said: 'I Jesus, whom you pursue.	But I said: 'Who are you, Lord?' And the Lord said: 'I Jesus, whom you pursue.
Some Pharisees came to him, and in order to test him they asked of him if a man may divorce his wife.	Some Pharisees came to him, and in order to test him they asked of him if a man may divorce his wife.
and anyone who receives a single such child in my name, receives me.	and anyone who receives a single such child in my name, receives me.
And the news about him were spread in the entire region of Galilee.	And the news about him were spread in the entire region of Galilee.
Therefore receive him in the Lord, in all joy, and let such men be precious to you,	Therefore receive him in the Lord, in all joy, and let such men be precious to you,
There are one body and one spirit, as you were called in the one hope of your calling,	There are one body and one spirit, as you were called in the one hope of your calling,
If also things without life that give sound, like a harp or a flute, cannot make the musical sounds different, how will one know what is played with the flute or the harp?	If also things without life that give sound, like a harp or a flute, cannot make the musical sounds different, how will one know what is played with the flute or the harp?
Therefore it was necessary for you to put my money with the bankers, and when I came I could receive what was mine with added money .	Therefore it was necessary for you to put my money with the bankers, and when I came I could receive what was mine with added money .
Happy are you that are hungry now, for you will be filled!Happy are you that are wailing, for you will laugh!	Happy are you that are hungry now, for you will be filled!Happy are you that are wailing, for you will laugh!
Philip said to him: “Lord, show us the Father, and that is enough for us.”	Philip said to him: “Lord, show us the Father, and that is enough for us.”
for us to be a praise of his glory, we that previously had hope in Christ.	for us to be a praise of his glory, we that previously had hope in Christ.
And what is our hope or our joy or the crown by which we praise ourselves? Is that not you, before our Lord, Jesus, at his return?	And what is our hope or our joy or the crown by which we praise ourselves? Is that not you, before our Lord, Jesus, at his return?
And he fell upon his face before Jesus' feet and thanked him; he was a Samaritan man.	And he fell upon his face before Jesus' feet and thanked him; he was a Samaritan man.
for you know that you will receive from the Lord your reward, the part that you will possess as heirs. Be servants to the Lord Jesus.	for you know that you will receive from the Lord your reward, the part that you will possess as heirs. Be servants to the Lord Jesus.
But what was the fruit that you then had? Things of which you are now humiliated , for the end of those things is death!	But what was the fruit that you then had? Things of which you are now humiliated , for the end of those things is death!
Jesus said to them: “I will ask you one question. You answer me, and I too will tell you about the authority with which I do these things.	Jesus said to them: “I will ask you one question. You answer me, and I too will tell you about the authority with which I do these things.
“How this fragrant oil was not sold for three hundred denarii and the money given to the poor?”	“How this fragrant oil was not sold for three hundred denarii and the money given to the poor?”
but in the manner worthy of women that say about themselves that they are reverential, that is, by good deeds.	but in the manner worthy of women that say about themselves that they are reverential, that is, by good deeds.
I baptize you with water, into repentance. But that comes after me is mightier than I – I am not worthy to take the shoes from his feet. He will baptize you with Holy Spirit and with fire.	I baptize you with water, into repentance. But that comes after me is mightier than I – I am not worthy to take the shoes from his feet. He will baptize you with Holy Spirit and with fire.
and said to them: “Go into yonder village before you, and as soon as you come into it, you will find a colt bound, that no one of men has sat upon until now; loose it and lead it hither.	and said to them: “Go into yonder village before you, and as soon as you come into it, you will find a colt bound, that no one of men has sat upon until now; loose it and lead it hither.
For you recall, brothers, our work and our toil. Working night and day, not to be a burden upon anyone among you, we made known to you God's gospel.	For you recall, brothers, our work and our toil. Working night and day, not to be a burden upon anyone among you, we made known to you God's gospel.
He has put his hope in God; now let him rescue him if he wants him, for he said: I am God's Son!”	He has put his hope in God; now let him rescue him if he wants him, for he said: I am God's Son!”
But the father said to his servants: 'Quickly, bring a cloak, the best one, and put it on him, and put a ring on his hand and shoes on his feet,	But the father said to his servants: 'Quickly, bring a cloak, the best one, and put it on him, and put a ring on his hand and shoes on his feet,
He shall rule them with an iron rod, for them to be broken into pieces like earthen vessels – the same lordship that I have received from my Father.	He shall rule them with an iron rod, for them to be broken into pieces like earthen vessels – the same lordship that I have received from my Father.
But on my journey, when I came near to Damascus, around the middle of the day, suddenly out of heaven a great line shone at me,	But on my journey, when I came near to Damascus, around the middle of the day, suddenly out of heaven a great line shone at me,
When he had forty years, came into his heart that he would look to his brothers, the sons of Israel.	When he had forty years, came into his heart that he would look to his brothers, the sons of Israel.
except that in every city the Holy Spirit witnesses to me that bonds and tribulations are waiting for me.	except that in every city the Holy Spirit witnesses to me that bonds and tribulations are waiting for me.
speaking beneficial speech which nobody can despise; thus a hostile person will be ashamed, lacking foul thing that he can say about us.	speaking beneficial speech which nobody can despise; thus a hostile person will be ashamed, lacking foul thing that he can say about us.
But if you have a bitter envy and a love of quarreling in your heart, do not praise yourselves and speak lies against the truth.	But if you have a bitter envy and a love of quarreling in your heart, do not praise yourselves and speak lies against the truth.
“I am Tinco and Úre ”, says the Lórd God, “ who is and who was and who shall come, the Almighty.”	“I am Tinco and Úre ”, says the Lórd God, “ who is and who was and who shall come, the Almighty.”
And a voice was heard out of heaven: “You my Son, the beloved; of you I have thought well.”	And a voice was heard out of heaven: “You my Son, the beloved; of you I have thought well.”
But was a day of rest on the day that Jesus made the mud and opened his eyes.	But was a day of rest on the day that Jesus made the mud and opened his eyes.
It is necessary that everyone heeds, not his own affairs, but also those of the other person.	It is necessary that everyone heeds, not his own affairs, but also those of the other person.
Therefore, when the Samaritans came to him, they asked him to remain with them; and he remaied there for two days.	Therefore, when the Samaritans came to him, they asked him to remain with them; and he remaied there for two days.
For who is the person who will do evil to you if you burn for which is good?	For who is the person who will do evil to you if you burn for which is good?
Soon a woman whose daughter was possessed by an unclean spirit heart about him and came and fell down before his feet.	Soon a woman whose daughter was possessed by an unclean spirit heart about him and came and fell down before his feet.
For they speak big words that do nothing good, and by the desire of the flesh and by loose habits they cause those to stray those that a short time ago fled from the people whose conduct is errant.	For they speak big words that do nothing good, and by the desire of the flesh and by loose habits they cause those to stray those that a short time ago fled from the people whose conduct is errant.
Jesus answered him and said: “If anyone loves me, he will abide by my word, and my Father will love him, and we will come to him and will dwell with him.	Jesus answered him and said: “If anyone loves me, he will abide by my word, and my Father will love him, and we will come to him and will dwell with him.
Concerning the gospel they are enemies by reason of you, but concerning the choosing they are beloved, by reason of their fathers.	Concerning the gospel they are enemies by reason of you, but concerning the choosing they are beloved, by reason of their fathers.
He made the lordships and the powers naked and openly showed them forth for mockery, after he had his victory over them on the cross.	He made the lordships and the powers naked and openly showed them forth for mockery, after he had his victory over them on the cross.
For Jews ask for signs and Greeks seek wisdom,	For Jews ask for signs and Greeks seek wisdom,
For you have an annointing from the Holy One; all among you have knowledge.	For you have an annointing from the Holy One; all among you have knowledge.
Then in harsh speech he instructed them that they were not to say so to anyone,	Then in harsh speech he instructed them that they were not to say so to anyone,
And all the things that you request in prayer, having faith, you will receive!”	And all the things that you request in prayer, having faith, you will receive!”
